R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,B16,Number,Name,Class
98.47309028,128.4899089,133.4852069,136.0126411,137.7295826,139.2432907,140.3461914,141.4165582,142.5432581,143.7612124,145.1274595,146.152398,147.1026295,148.1177843,149.2960612,151.2468171,117.8430085,150.6756004,155.2600911,157.8657769,159.5447772,160.764558,161.8539858,162.9895472,164.3738426,165.706977,167.1149993,168.1146376,169.0275427,170.0524812,171.2507415,172.981174,127.6794162,165.1495768,169.9951714,172.6359954,174.2923358,175.4002459,176.5577257,178.2146267,179.6571723,181.040889,182.5362956,183.9223814,185.4373372,187.6191949,191.3629376,197.064435,11,a107.tif,Authentic
26.64114945,46.77848307,55.97531467,61.19384766,65.24459274,67.95804398,70.9581344,74.09423828,76.997432,79.89760561,83.37561487,87.92192925,93.66883681,100.822989,116.3237486,188.7287326,47.21010561,64.30148655,71.73829933,78.92476852,83.37015336,88.1568287,93.0935149,97.53667535,102.5158239,108.053078,113.8969365,119.2867296,125.2796586,132.7533456,144.1676432,200.4544994,59.80819589,75.47077546,82.69458912,90.4870515,95.73433883,100.0008138,106.2594401,111.8496817,119.6389612,130.7040835,141.6551107,151.3358109,159.0579065,167.1630317,177.3839157,225.8524848,12,a108.tif,Authentic
19.31432653,64.79345703,77.1948423,82.98706959,87.74947555,92.60375072,98.53083406,105.1120696,111.4513708,117.2455331,122.4003183,127.4161241,132.7998951,139.1141674,147.0245045,162.4216218,41.36221427,99.65907118,114.3467882,119.8347982,124.3812211,128.8800817,134.0891023,139.7270146,144.9417499,149.3733362,153.462113,157.4414243,161.7146991,166.7871817,173.3934462,185.2907263,60.40885417,130.9352575,150.5018989,156.2208478,160.7608869,164.8384874,169.206543,173.6184534,177.5255353,181.1395218,184.4111871,187.5813079,191.0907118,195.2492224,200.3964482,209.0362956,13,a109.tif,Authentic
51.99810218,74.86879512,77.3094928,79.80040188,105.1114502,131.7187244,139.4177799,144.9345464,148.747144,151.4024708,153.4932088,155.130163,156.576415,158.3818561,161.1332564,167.9020615,47.56260931,75.00040932,77.92985525,80.65937337,96.70215458,113.9520354,120.9916645,126.2193942,129.937,132.6231302,134.6493879,136.6793183,139.2907007,142.631763,146.321289,154.2840292,37.46466714,60.31052318,63.53265359,66.40849892,70.5591858,78.41181067,85.38302385,89.90790355,92.84382094,95.04584357,97.33967179,99.93555109,103.3377368,107.4531517,113.642913,126.0390712,14,a11.tif,Authentic
0,0,20.37993707,39.1609158,45.24189815,57.72337963,64.93247251,68.61921296,72.02204499,76.10574002,81.77430556,87.63516348,92.22489873,97.86877894,110.38869,133.7922092,4.434714988,17.06792535,53.26558883,69.18560113,75.74737775,87.43829572,94.28123192,97.69607205,101.0531322,105.5397135,111.7446651,118.310565,122.8001483,127.1024306,134.6660337,149.6924732,34.47406684,46.45520472,81.12543403,102.8740958,111.3003472,118.4803602,122.9807943,126.4252025,129.70034,134.0966978,140.07449,146.3525571,152.0293873,156.1081091,160.555863,171.014558,15,a110.tif,Authentic
0.327781395,18.18254485,44.36895978,57.82960793,63.23515263,66.26734303,68.52929688,70.47287326,72.33557581,74.33682364,76.74037905,79.23753979,82.37677228,86.15807653,90.47992622,102.1156141,36.93561921,57.38290292,71.19840495,87.38492839,97.52560764,101.1876808,103.7123481,106.0523727,108.8335142,111.7588071,115.0491898,118.5046296,121.2196542,124.5757198,128.4070457,134.2028537,55.27689164,84.23649089,98.91838469,108.918023,122.5103262,129.2852286,132.3567889,135.8081416,139.8024269,143.5191876,147.8090097,153.0456272,158.2027995,161.3673322,165.7148438,171.0712891,16,a111.tif,Authentic
0,0,0.80504919,20.90728082,37.42659505,53.52971282,70.97686994,77.03718171,81.51184534,86.61698857,93.79340278,103.4207718,113.9325268,120.7388057,125.6705187,142.5327148,25.44571036,41.39362703,53.12536169,65.15928819,77.72904008,89.35604745,103.729022,113.1088505,117.5201823,121.8448712,127.7210106,133.9195783,139.4581887,144.8938983,148.9910301,160.8098777,61.83042173,76.70100911,88.79410807,97.71878617,113.4626374,126.4580621,137.0127315,144.2622975,149.3493743,153.150047,156.897895,160.8321036,164.7578848,167.8109447,171.7461842,182.7334708,17,a112.tif,Authentic
0,0,0,0,2.536187066,11.52379919,17.67144097,22.18887442,26.56702112,30.13346354,33.52175564,42.83280888,53.73556858,56.89554398,59.65404369,65.516909,1.585611979,17.7455693,36.03864656,45.84883174,53.40435113,56.63529008,59.26336444,62.33519604,65.98907697,69.79770689,72.56132451,76.51636646,82.30324074,85.64787688,88.67073568,94.19422743,58.55862992,65.77710865,73.22224031,83.03808594,89.36329933,93.2065068,96.42399089,100.0886502,103.9451317,107.3174552,109.9990234,112.2257487,114.061849,115.6028646,117.7674696,123.2331453,18,a113.tif,Authentic
4.951406973,25.08738426,32.06284361,34.51034433,35.80774378,36.95290799,37.99735966,38.90189164,39.7760055,40.72967303,42.38630281,46.77428747,55.65619575,60.04168475,63.4807581,68.86803747,32.97773799,44.37836372,46.88496455,48.22430194,49.15185547,50,50.92437066,51.6159035,52.39127604,53.43789786,55.67149523,63.40335648,86.79747179,92.4267759,96.7047526,103.1794886,41.11979167,54.35481771,56.65932436,57.76018157,58.53322121,59.19569227,60,60.83432798,61.60355179,62.96079282,68.51222512,87.55202908,113.0783782,121.7031973,127.0404731,135.5646882,19,a114.tif,Authentic
0,0,3.240758825,17.28577112,22.29343895,26.27548105,31.91908999,54.03955078,59.03049045,61.32969835,63.39131221,65.36821832,67.33761936,69.40171079,72.02544488,79.93549262,23.36525246,32.34355107,37.22600188,41.32024016,46.37802011,56.82268157,65.35271991,85.23810041,89.9904333,93.0479239,95.92167607,98.88100405,102.0647786,105.0049732,107.9000651,112.8517072,39.15505642,48.92974175,53.83459925,62.515625,79.22932943,92.5492079,104.1108218,115.0583948,119.8755425,123.6263202,127.1077293,130.5877821,134.2644857,137.8297526,141.2774342,146.0296947,20,a115.tif,Authentic
0,0,0,0,0,0,0,0,0,1.666612413,8.276873553,29.17513021,44.23191551,47.11103877,49.80841291,54.68919994,0,20.35912182,37.01114005,42.85264757,45.05989583,46.52562572,47.73479094,48.99005353,50.33521412,51.61751302,53.72057653,60.93162254,69.56184896,72.81568287,76.13431351,81.13469329,51.37603082,56.5853588,67.02144821,74.00307436,76.6676794,78.44487847,79.87382451,81.42934389,83.11997251,84.86208767,87.00788484,90.41503906,93.88214337,97.59691479,101.8732277,107.4840856,21,a116.tif,Authentic
37.73681641,52.83600984,56.6177662,59.3044524,61.83660663,64.24363426,67.05787037,70.54937066,75.87556062,89.75387008,107.9417499,116.7892614,122.13227,128.4670501,141.2372323,170.6678783,46.53423394,52.27944155,55.26558883,57.92749928,60.31622541,62.93601707,65.89397063,69.90395327,76.71612775,101.8416703,124.6060475,133.5979456,138.8748734,145.2843063,157.8783456,186.2287507,69.70656105,75.68525752,79.07094546,81.86537905,84.25336372,86.81248192,89.52750651,93.22880498,101.5395327,147.3135308,172.6744611,182.0538014,187.7682653,194.7437066,205.5939851,230.2759332,22,a117.tif,Authentic
29.77294922,51.18791594,62.036386,75.78184679,90.67126013,100.7284071,107.0747432,111.5104528,115.8294271,120.2305411,125.0055339,129.5491717,135.8344907,176.3154839,255,255,49.57098163,64.42169416,76.38089554,90.41274233,106.9490741,120.0672924,125.7141927,129.7601273,133.8935909,138.5404369,143.4316587,148.1843714,155.7269423,191.459328,255,255,76.80698423,95.64805773,114.8449074,134.8985279,157.7032154,171.3424479,176.3297526,180.4378617,184.7188585,189.8795754,194.9213686,199.7654984,208.384856,233.1939923,255,255,23,a118.tif,Authentic
37.71824363,69.41436994,77.69524016,82.23023365,85.84941045,89.30761719,92.68827763,96.19909216,99.75193504,103.6610605,108.0206706,114.0745624,125.2267614,149.5441262,223.8066949,255,57.57875796,77.71370443,82.87689887,86.80703848,90.38847295,93.77394387,97.30020255,100.7807798,104.627351,108.9676468,114.4279152,121.8128074,137.1714771,169.6051071,231.7142108,255,93.46462674,113.3192998,118.3605867,122.1836299,125.5735315,128.7528935,131.8394278,134.970685,138.2834382,142.0673647,147.1379847,158.7573423,191.7306858,219.6776078,250.7935294,255,24,a119.tif,Authentic
19.77382503,33.97064077,50.73702229,103.5497507,130.0832806,142.8690556,153.0329327,158.9577659,162.8201541,165.9594031,168.6778923,170.8173699,172.7105645,174.8353055,177.7577494,183.6168788,18.72701224,34.81279303,56.71930934,93.86652527,111.0814572,119.436072,125.47237,129.278522,132.2797976,135.2608097,139.8111859,148.2481953,152.6739106,155.432537,157.9153797,163.3709905,13.4888922,22.23152489,33.73411975,45.70328198,56.60577531,67.36027387,75.79652439,83.2876014,95.35169129,105.9369279,111.9758866,115.5176007,118.4468053,121.956724,131.2096156,150.8729999,25,a12.tif,Authentic
1.61541522,24.7728588,37.53557219,47.17484086,53.65872758,59.82401982,66.77354601,74.0331127,79.1895978,82.91843895,86.24792028,90.54249855,97.82132523,107.0832067,117.5660626,156.7920826,15.66948785,39.8008355,49.55329499,57.33221209,64.15037254,72.22092014,80.91171152,88.03653067,92.95377604,96.94979745,100.8111798,106.7372504,114.7965495,123.9533601,134.4197049,173.6658709,13.13863571,49.23980035,64.90550854,73.46882234,81.37422237,91.32018591,103.6814598,116.7753002,125.2363462,131.410102,136.7152054,144.2517542,155.298593,168.7702908,181.7831308,217.6490705,26,a120.tif,Authentic
14.0483941,38.82548466,50.37599465,57.11763961,63.5385923,70.68062789,77.01331019,81.31582755,84.55087167,88.44961661,97.47175203,105.6189417,114.5946181,149.0253725,204.7545392,255,34.49839048,54.16399016,61.03492115,66.98435692,74.03776042,81.82297092,89.37100333,94.45281756,98.03732639,102.8977141,114.3693034,122.9550962,132.6812066,167.1754557,214.9937247,255,54.83499711,78.34749349,88.60360605,96.53338397,106.3253762,117.4284216,127.1886755,133.2053132,137.6065538,145.0217014,161.00727,171.1345486,182.1924732,214.316569,241.4405382,255,27,a121.tif,Authentic
0.29224537,14.03687428,27.51833767,37.50155527,48.89171007,58.96137153,68.81537543,76.47102865,83.30065466,90.81345848,99.92270689,109.2573423,119.2872541,134.7413918,158.0058955,232.2073929,13.86586733,29.21477141,40.62277561,51.34407552,62.43918186,70.97625506,77.7482458,84.11011646,91.20605469,99.65332031,111.2121672,123.7111726,135.8659578,152.4497432,175.8283058,236.7211552,31.80419922,45.35979094,59.97969112,73.3427011,84.33689598,94.63968461,104.714681,112.5555013,120.949273,132.7524595,149.4908312,170.3153754,182.553078,198.3015408,220.0275427,248.3757957,28,a122.tif,Authentic
17.64049841,42.55047381,51.17241753,55.0236726,57.10555917,58.91008391,60.84995298,63.18876591,66.38959418,70.87053313,77.44261791,86.55844907,95.99980107,107.574056,146.9643555,172.8310547,33.8879485,43.79868345,46.00377966,48.02770544,50.6440068,56.30278863,70.51320168,84.79474103,91.71844256,96.65630425,101.430013,106.67551,112.8141457,122.1038592,162.5891927,188.6510236,38.24558738,56.11311849,59.03909867,61.07080078,63.29777922,66.28278718,70.77271412,76.42995877,82.44015842,89.54879196,99.91610605,119.4235749,143.8186126,155.6132813,201.5953776,229.2673611,29,a123.tif,Authentic
11.05246311,43.24240451,51.04980469,53.98140914,56.34935619,58.61250362,60.87132885,63.23596644,66.28470414,70.64125796,77.62214265,88.68312355,100.0592086,110.340115,152.7782299,172.4811379,20.85248481,43.11510778,47.55047381,50.98509838,55.50499132,61.70963542,70.36537905,84.30351201,91.51155599,96.93938079,102.4364873,109.083478,116.5343424,124.9421658,169.2767831,188.5931894,32.85121889,55.00423177,59.32092737,62.45106337,66.18865741,71.37436704,77.4358724,83.27079716,88.08443649,94.00222439,100.7526223,118.6037869,150.4769242,162.9699436,211.4149848,229.132487,30,a124.tif,Authentic
5.228587963,27.40078848,40.38997396,46.27381727,50.17670356,52.927011,55.32192202,58.18323206,61.93538411,67.12197989,75.27155671,86.46869575,96.14389829,111.7052771,148.3801722,164.1541703,19.87668186,37.73596644,42.85065828,47.99327257,56.50347222,65.18164063,75.85928458,82.90628617,88.12626591,93.41925275,99.75692636,106.5108869,113.6142759,128.5083731,166.9234664,181.2296369,31.21323423,47.84854239,54.20981626,58.32691334,62.94269025,68.2093099,73.45249204,78.89787688,84.80662254,91.84337023,104.6152705,136.093533,151.9112413,168.788737,212.4876845,224.1852214,31,a125.tif,Authentic
39.53030961,58.35054977,65.57573785,69.80052807,73.64885344,77.82723886,83.53814019,92.59053096,115.0563874,144.4194517,161.7884295,176.1459418,188.9705765,208.4608652,254.7497106,255,58.16330295,68.95451751,74.6689634,79.44457104,85.12085865,93.13263166,103.8600441,114.3952365,136.7719003,166.2621347,181.2632378,193.2978696,204.513907,220.5741826,254.9930375,255,84.26202619,95.93281612,103.1859447,109.4315321,116.5386285,127.8773691,147.1030997,165.8129702,190.9796188,218.4203197,230.3429,238.8193902,246.004503,252.8801541,255,255,32,a126.tif,Authentic
44.75978371,66.01453993,72.58830657,76.90042679,84.41751664,102.4626736,143.0047201,180.6696687,232.9301396,255,255,255,255,255,255,255,59.06805194,75.39652054,81.75661892,87.76068793,98.45929181,119.5486834,161.1759802,195.5986328,238.1406612,255,255,255,255,255,255,255,90.10427517,104.3511646,113.61386,121.3053566,133.7544126,157.2195638,207.6625253,242.6003147,253.0914352,255,255,255,255,255,255,255,33,a127.tif,Authentic
60.11176215,79.35205078,103.8552698,170.5643989,232.4331778,255,255,255,255,255,255,255,255,255,255,255,74.54318576,90.28332972,122.1123047,188.3771882,238.8696651,255,255,255,255,255,255,255,255,255,255,255,104.4143699,123.1805736,165.1098271,234.5486111,253.73244,255,255,255,255,255,255,255,255,255,255,255,34,a128.tif,Authentic
5.907895689,24.0994647,35.4913737,43.96610966,51.0281033,58.61230469,65.7663303,71.80893736,77.38279442,82.89966725,88.74088542,94.73327185,101.052861,108.2692238,117.7269965,135.2041558,29.96064815,40.86507161,49.32071036,58.37172671,67.37170862,75.1022678,82.38308377,88.44144242,93.55264395,98.84136285,104.58648,110.4468316,116.8544922,124.409451,133.5634042,151.4448785,44.41145833,57.22392216,68.41570819,76.82221137,85.83317057,96.34648076,108.3337493,118.4133934,125.7069227,132.6628508,139.8389757,146.8813115,154.8113426,164.7808883,176.1730867,195.9838686,35,a129.tif,Authentic
38.46663938,62.89547518,139.6573512,164.2861874,169.7335988,172.2250502,173.5346258,174.5818635,175.5878019,176.773573,178.7842072,181.4163504,183.9493916,186.2891642,189.0657165,193.1408424,36.63956387,53.85022699,102.5184014,126.61993,129.9669557,131.8984892,133.680646,135.9178016,138.5262159,142.0170425,147.0774011,150.101734,151.6240092,152.8631019,154.3306293,157.7658331,29.3695903,50.83828235,60.81312098,65.64359604,69.43370669,72.66755972,75.54322182,79.32860758,90.81166971,97.80520205,103.6464109,106.9947161,108.8944294,110.5654908,112.4243665,116.2812756,36,a13.tif,Authentic
15.8072555,30.65288628,40.55852141,49.86990017,59.17720992,69.4841399,77.88487413,85.10584852,91.01775897,96.01405165,100.7967846,105.6867585,111.0497685,116.4720775,122.6467376,147.384422,36.75001808,46.95232928,54.00144676,62.07629847,72.54282407,83.13145616,91.45672381,98.35290075,104.4960938,110.4164135,115.7803096,121.4593641,127.14256,132.9206995,139.5228407,163.4841761,53.11255787,69.35438368,80.33808955,90.15015553,100.8979492,113.7380281,124.1450919,132.2047526,139.2186053,146.2732567,153.7246998,161.8990705,168.912453,175.8697736,185.0372179,204.3444372,37,a130.tif,Authentic
22.73135489,36.5322989,44.26370804,50.8877134,57.51401548,64.14292173,71.1500651,78.19610822,84.59724031,90.20985243,96.43755425,104.4527633,114.940918,129.1397569,164.8924515,229.6873915,40.17482277,50.05904586,58.66035518,67.36136429,75.80837674,84.01414207,91.69994213,98.13831019,103.6047815,110.4716254,118.4776657,127.0412507,138.3317962,151.8725948,186.0200919,237.009856,56.20070168,67.37979239,73.85783782,79.6273329,86.9879919,96.01199002,105.9217122,116.3132415,125.8923973,134.0511791,143.8819625,156.2805085,171.676378,191.3037833,227.1555085,255,38,a131.tif,Authentic
20.56020327,41.78032769,52.28477648,64.79985894,79.69115307,90.63330078,110.8370587,141.0076859,153.6622541,160.8462095,165.5240343,168.7096173,171.6371889,174.8877315,179.4906503,189.7944517,33.0485026,43.0766059,54.44117115,73.08297164,88.68449797,100.6317455,124.9484049,148.0809281,158.6293403,165.771611,176.6633391,184.8508753,188.6086516,191.7533275,195.8198604,204.572139,47.73838976,58.05752677,68.04533782,88.5257704,111.5518482,126.9946651,162.5931351,193.4488028,202.7655527,208.2608869,218.6574617,227.2597295,229.9923683,232.2901295,235.4845739,241.4597801,39,a132.tif,Authentic
33.17404514,51.99126519,59.28374566,68.14171007,83.04662182,95.46128111,110.7197808,134.3037833,151.5208876,161.7134693,167.8310547,173.0115198,179.9193793,184.9016565,188.3569336,200.9588397,41.12702546,48.307364,56.19149667,70.32512297,87.95026765,101.5888491,119.1238968,139.205476,154.26926,162.9483326,169.5713252,176.6992911,190.8616356,199.7606156,202.8043077,213.4309715,56.74480975,64.24466508,72.03220848,86.54054543,109.9953523,130.4441189,156.7363462,181.9300492,197.1244755,204.895544,211.4320385,218.4086552,230.6803205,238.324924,239.9726743,245.5422635,40,a133.tif,Authentic
42.20138889,60.55703848,76.10577619,107.7048611,139.1381474,149.3464808,155.944354,162.3913303,168.9143699,174.9258898,179.3066768,182.6209491,185.1897244,187.4334852,189.8673864,195.3734809,45.80249928,59.00343605,77.52788628,112.9055085,140.1881691,150.1077293,157.4747179,165.6678602,180.039388,189.5906937,194.4740488,197.624783,200.0335467,202.0871311,204.2004666,208.8838252,70.19965278,82.92462384,104.167589,154.0784144,185.0999711,194.7119141,202.0330765,208.9611545,220.7138672,229.3917824,233.8063151,236.071054,237.7520074,239.1146014,240.4628183,243.3670428,41,a134.tif,Authentic
5.654043692,17.70581959,21.47066696,23.85941117,25.84832538,27.80087167,29.96015987,32.39001013,35.54012948,40.67402705,47.87169054,53.03837529,57.29495804,63.0565502,68.25475622,115.3018121,13.32783565,19.85930266,22.66701027,24.87093099,26.9117296,29.0476888,31.42404514,34.12360749,37.57452619,44.66740813,57.96952763,65.22535084,70.70719401,77.55546513,83.93102575,135.7417354,32.96905744,37.04656756,39.68070023,41.93276186,43.84787326,45.69797092,47.77121311,50.16852937,53.76090495,62.61067708,85.80975116,96.80754485,105.1280382,114.2732024,122.2019495,190.4861292,42,a135.tif,Authentic
11.79571759,49.15147569,86.92171224,121.4947193,125.7905635,129.0069083,131.59375,133.50557,135.1542788,136.6288882,138.213397,139.5057509,140.7481916,142.2853552,143.8980396,147.8806243,22.21308955,60.19757306,106.5862449,148.2601092,151.902832,154.5652488,156.7839627,158.460612,159.7108109,161.130986,162.3407299,163.4109158,164.4329246,165.495298,166.8418692,170.094383,41.43543837,87.96974465,158.048159,217.88614,220.6411856,222.6088686,224.3701353,225.5370913,226.5143953,227.5322446,228.5232386,229.4754774,230.4423828,231.1368996,232,233.3416522,43,a136.tif,Authentic
5.566840278,25.78181062,32.3260272,35.87852648,39.47723163,45.82890263,82.97148076,139.8687428,143.3306568,146.7282805,151.1265734,154.7773618,156.7320783,158.415455,159.8202221,161.9246962,16.03709129,32.68446181,37.01734303,40.04233579,43.36944806,52.64937789,99.36382378,163.9197229,166.8608218,169.5617585,173.1431568,176.0067998,177.6377134,178.9952438,180.2554434,181.7214265,36.00987413,52.06948061,55.89870877,58.89451317,63.06067347,79.59458189,143.0251917,230.8981843,232.4369575,233.9283854,235.8594654,237.4842122,238.5927011,239,239.6757451,240.4391819,44,a137.tif,Authentic
0,1.180772569,3.642885561,5.912326389,8.521195023,11.76718027,15.78674769,19.79761646,23.72415726,28.54615162,33.91158492,38.99710648,43.78718171,50.1760706,61.91885489,66.17033782,0.726797598,2.78427011,4.855541088,7.16031901,9.835865162,12.95171441,16.5255353,19.99922237,23.98451968,30.76929615,37.82611762,44.14825666,51.43296079,59.70735677,75.91402633,80.8547092,15.21990741,19.07459852,21.36836299,23.61812789,26.1325774,29.32421875,32.55060041,36.2272678,39.97229456,45.18290654,52.56951678,62.5367296,74.91997613,86.42596209,110.6761429,117.1385995,45,a138.tif,Authentic
0.593117043,21.25169994,33.36031539,37.14010055,40.53578921,44.30617043,48.02265987,51.93545645,82.14087818,128.9334852,130.7865307,132.9677734,135.6955476,138.8027886,142.1554724,145.4250217,14.86310041,35.18968822,44.52770544,48.67330367,52.83139829,56.90842014,60.78190104,65.31324146,100.8243453,154.9311523,156.4410265,158.2198893,160.4792752,162.9406467,165.3461191,167.7450087,36.71522352,59.79841218,69.09575738,74.60143591,80.10009766,85.05797888,90.21994358,96.93740958,150.5639106,223.4719871,224.2783927,225.4174262,226.6426866,227.698622,228.5288086,229.4619141,46,a139.tif,Authentic
66.66825438,113.8056114,139.2123693,153.9266949,155.6290701,156.8240679,157.9785658,159.2478976,160.5659212,162.7999553,170.2905146,175.6641363,178.0300674,180.1348887,182.6947866,188.3689068,62.4617646,93.83991962,117.0340863,124.0693607,126.9391211,129.1309072,131.1677892,133.0119074,134.4916459,135.5553695,136.5198526,137.5856218,138.9464518,140.7577212,143.1561791,146.4583612,51.24571131,60.32235618,64.06958657,66.81439309,69.35373795,72.43164397,76.44885201,82.1371958,91.67759461,95.37214408,97.34670487,99.2242316,101.3496074,103.8543202,106.6387824,110.7437672,47,a14.tif,Authentic
