R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,G17,G18,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,B16,B17,B18,Number,Name,Class
0.002502441,14.22725423,37.07755534,54.52333577,61.05192057,64.60939535,66.99584961,68.84545898,70.53198242,72.25252279,74.0039266,76.01772054,78.18684896,80.72930908,83.75356038,87.28875732,91.34840902,103.1722412,35.26230876,55.39986165,66.5259196,81.50120036,93.81349691,99.35683187,101.9497274,104.059082,106.1839193,108.6877035,111.228658,114.0818075,117.2236328,119.9475505,122.3472697,125.6675822,129.0495199,134.636617,53.47243245,80.32088216,96.17348226,104.5267537,115.9360555,126.1685588,130.2243449,132.867391,136.0341593,139.6123454,142.8529867,146.525411,150.9097087,155.792216,159.6515706,162.2998657,166.4997762,171.4552002,16,a111.tif,Authentic
0,0,0,11.09710693,30.06803385,42.47934977,59.89412435,72.43758138,77.29182943,81.26277669,85.5923055,91.68450928,99.10229492,109.1816813,116.9846598,122.1027629,126.6814372,144.1523438,24.09370931,39.33213298,50.6543986,59.34517415,72.19260661,82.2652181,92.40450033,106.4987996,113.391276,117.3188273,121.0427856,125.8724976,131.7159424,136.6326294,141.6776123,146.0981852,149.7758993,161.9190877,60.81524658,74.43658447,86.37908936,93.50313314,105.3254191,118.5710449,130.073995,138.2276001,144.6879476,149.1430461,152.5298869,155.8063965,159.2553304,162.9446615,165.971049,168.7476603,172.5466512,183.7429606,17,a112.tif,Authentic
0,0,0,0,0.05061849,6.157958984,13.50244141,18.48683675,22.46248372,26.38789876,29.58312988,32.45589193,37.07991536,50.52925618,55.0916748,57.64955648,60.16422526,66.02270508,1.056966146,13.75270589,32.98608398,41.6601766,50.51542155,54.89353434,57.30069987,59.79628499,62.50209554,65.73771159,69.27242025,71.84320068,74.42163086,79.78851318,83.74863688,86.4477946,89.2872111,94.59350586,58.00345866,64.8711141,70.59818522,79.40388997,86.89156087,90.99460856,94.04878743,97.01542155,100.3112996,103.726298,106.833842,109.2852376,111.4100749,113.2232259,114.6391805,116.1423136,118.2743123,123.6372884,18,a113.tif,Authentic
3.495076497,23.03200277,30.90087891,33.76051839,35.28371175,36.32202148,37.24702962,38.01462809,39,39.74800618,40.57088216,41.74686686,44.37123617,51.47137451,57.60825602,61.02968343,64.0898234,69.29093424,32.09079997,43.43481445,46.50231934,47.74326579,48.75233968,49.5458374,50.16491699,51,51.69289144,52.31518555,53.24263509,54.73150635,58.94834391,75.99471029,89.58376058,93.56951904,97.49983724,103.6285807,39.98384603,53.43334961,56.35847982,57.35520426,58,58.97487386,59.47015381,60,60.93861898,61.55399577,62.58561198,66.0252889,78.7520752,101.2933146,117.6864827,123.1604411,127.9943848,136.2156576,19,a114.tif,Authentic
0,0,0.258646647,13.21073405,20.22009277,23.84075928,27.38509115,34.49198405,55.02854411,58.90930176,60.99591064,62.81522624,64.55448405,66.39921061,68.12585449,70.04144287,72.52862549,80.6774292,22.56896973,31.5881958,35.78086344,39.92869059,43.42683919,49.96895345,59.33957926,68.01969401,85.93060303,89.8326416,92.58551025,95.09090169,97.71702067,100.4765015,103.2085978,105.8255819,108.4254557,113.2081706,38.45153809,47.86889648,52.50012207,58.16363525,70.52793376,84.53924561,96.13417562,106.118042,115.5020345,119.6349691,123.0546265,126.12677,129.2637329,132.381429,135.6955566,138.7959798,141.819987,146.400533,20,a115.tif,Authentic
0,0,0,0,0,0,0,0,0,0,0.946533203,6.038167318,17.16373698,41.46856689,45.49940999,47.86680094,50.25465902,55.09120687,0,15.33402507,34.11509196,41.48439535,44.12386068,45.63578288,46.84132894,47.96557617,49.09987386,50.25211589,51.44470215,52.95597331,56.25537109,66.99497477,70.97713216,73.69232178,76.68377686,81.52652995,51.17303467,55.29982503,63.80633545,72.35007731,75.52075195,77.46026611,78.75644938,80.22709147,81.48301188,83.00996908,84.54951986,86.30792236,88.99550374,92.16176351,95.29534912,98.73907471,102.5428263,107.9195964,21,a116.tif,Authentic
36.284139,51.94535319,55.75313314,58.29144287,60.60392253,62.77469889,64.99450684,67.56510417,70.74304199,75.43182373,86.16080729,104.2764282,114.083903,119.5395711,124.2410278,130.9756877,143.8731079,173.390625,46.10101318,51.67376709,54.50907389,56.93015544,59.12371826,61.27563477,63.72576904,66.45796712,70.14194743,76.06563314,95.91269938,120.8967896,130.9037476,136.2284342,141.0286255,147.8635254,160.4023641,188.8547567,69.24452718,75.0684611,78.19691976,80.84484863,83.06892904,85.23050944,87.48543294,90.03045654,93.49900309,100.3407186,138.8579102,168.74587,179.2135824,184.8190918,190.2555542,197.4300334,207.463562,232.5822957,22,a117.tif,Authentic
27.93371582,49.33563232,58.91359456,69.67285156,84.05906169,94.85203044,102.9943848,107.8643799,111.7338053,115.5701497,119.4551799,123.724589,127.7849731,132.0355225,141.6463013,206.643514,255,255,48.51908366,62.50075277,72.89764404,84.78131104,98.08066813,113.3613892,122.1533813,126.4122518,129.9801432,133.636617,137.7089437,142.1368612,146.2622477,151.1859945,161.5794271,216.380778,255,255,75.45912679,93.06882731,108.7993978,127.5543009,146.0413005,164.758667,173.1634725,177.008077,180.6600545,184.4528402,188.9654541,193.6049805,197.8247274,202.8787231,214.6641642,243.5812785,255,255,23,a118.tif,Authentic
35.01180013,67.00872803,76.11490885,80.61399333,84.13604736,87.20135498,90.23913574,93.29742432,96.36690267,99.55259196,102.9825643,106.7089233,111.3647868,118.4409587,132.7993978,159.946757,239.6755575,255,55.59462484,76.58774821,81.62858073,85.3894043,88.62164307,91.70090739,94.75826009,97.83772786,101.0033773,104.4102376,108.1732992,112.7589315,118.4556885,127.6573486,148.8971151,179.6040243,243.7856852,255,91.49676514,112.2292887,117.177714,120.7474976,123.8996989,126.855896,129.6367798,132.3513794,135.1277466,138.068868,141.3870443,145.5085856,151.8887329,175.3572795,200.9828491,229.4664714,253.7191162,255,24,a119.tif,Authentic
19.16255704,31.18855444,45.34587851,78.43102943,122.9670951,135.4787123,145.9284967,154.3808348,159.2017415,162.6720392,165.4536359,167.969565,170.0477666,171.7271319,173.4850756,175.533805,178.3812115,184.0415707,18.10068238,31.52241805,49.90651819,78.26847239,106.0892536,114.5563696,121.4113116,126.2675095,129.4377695,132.0991753,134.7505338,138.0536694,145.1024825,150.9140537,153.8536861,156.1389459,158.3315192,163.8267677,13.03692385,20.6043036,30.20199272,41.42814083,50.95261021,61.08201114,69.89144723,77.07087537,83.70850253,94.62150961,104.647214,110.6242726,114.2850923,117.0036421,119.6233098,123.468665,133.5123289,152.3332775,25,a12.tif,Authentic
0.649475098,21.23325602,34.62648519,43.86199951,50.61096191,56.00917562,61.62797038,68.0300293,74.41225179,78.96329753,82.37744141,85.29184977,88.54742432,93.83414714,101.159078,109.9211222,119.9774577,160.3594564,13.87532552,37.39784749,47.26930745,54.50878906,60.66359456,67.14953613,74.58770752,82.306132,88.37654622,92.69799805,96.35150146,99.62872314,104.0025024,110.6853434,118.1052856,126.7281291,137.0043132,177.1196289,10.84476725,44.92185465,61.80466715,70.47560628,77.37957764,84.78116862,94.55989583,105.9367676,117.4376221,124.8908895,130.4548136,135.2450562,140.7068278,149.5534465,160.0791016,172.7103678,184.3499146,220.763387,26,a120.tif,Authentic
12.06732178,36.36165365,47.80592855,54.77787272,60.18581136,66.2857666,72.6525472,77.89624023,81.49721273,84.36973063,87.57958984,94.47288005,102.9369303,109.1061401,122.7792765,161.337382,219.3169963,255,32.88354492,52.4995931,59.37253825,64.66933187,70.31587728,76.97670492,84.08607992,90.43841553,94.66990153,97.82598877,101.6391398,110.9298096,120.2001139,126.7207031,141.2244059,178.9704183,226.6129761,255,52.97499593,76.01448568,86.35239665,93.35516357,101.0466309,110.618571,120.4755859,128.4568685,133.4809774,137.3300985,143.0136108,156.4781087,168.1750895,175.4233602,191.3214315,223.6025798,245.840332,255,27,a121.tif,Authentic
0.048909505,10.77665202,24.70668538,33.49182129,43.17659505,52.9048055,61.80733236,70.26985677,76.86690267,82.91070557,89.44852702,97.27852376,105.6029256,114.2490438,123.4894613,141.6878052,160.7866007,240.5245158,12.90299479,27.00360107,37.94047038,46.63332113,57.32676188,66.05959066,72.98858643,78.77480062,84.48132324,90.77138265,98.06738281,107.5872803,119.1647135,129.6197917,140.7406413,159.6735433,178.3747152,243.4794108,30.93544515,43.25089518,55.98260498,68.21329753,79.23423258,88.18723551,97.62467448,106.179891,112.966512,120.3825277,130.4488118,143.986145,163.2258504,176.8659668,186.9113363,205.2961426,222.2749023,251.2199504,28,a122.tif,Authentic
15.7557373,40.21675618,49.45595296,53.91027832,56.14190674,57.77028402,59.45212809,61.2061971,63.33736165,66.18829346,69.9771932,75.31072998,82.81343587,91.32816569,99.81402588,112.7757568,156.074585,173.4270833,32.87394206,43.27351888,45.47875977,47.24239095,49.16829427,52.17592367,59.19307454,73.42671712,85.38684082,91.43324788,95.87091064,100.059672,104.5810954,109.5591838,115.7035929,126.6022542,172.4974772,189.1608683,36.58787028,55.12546794,58.42338053,60.31013997,62.15185547,64.30784098,67.33365885,71.68440755,76.73370361,82.08795166,88.20092773,96.40238444,110.0545247,133.3178101,148.8631185,159.825236,213.5109253,229.5632935,29,a123.tif,Authentic
8.66003418,40.43052165,49.84197998,52.97310384,55.22066243,57.25478109,59.19285075,61.23024495,63.39046224,66.07029215,69.77703857,75.29764811,83.84098307,94.83829753,103.7429606,114.9042562,162.3374634,172.9422201,18.77921549,41.87072754,46.54970296,49.637146,52.94500732,57.60976156,63.87044271,72.52512614,84.89788818,91.20050049,96.05698649,100.8420003,106.2978516,112.8103231,119.4382731,128.946757,179.6557007,188.9836629,30.89752197,53.64573161,58.40504964,61.17608643,64.20237223,68.01637777,73.00720215,78.47928874,83.55464681,87.75097656,93.07171631,98.20530192,109.4278564,135.5749919,156.6648763,167.3330688,222.4550171,229.3832804,30,a124.tif,Authentic
3.808573405,24.44376628,37.78684489,44.41170247,48.41349284,51.29142253,53.62154134,55.78131104,58.33113607,61.67730713,66.109375,72.53442383,82.13484701,91.46468099,100.0577596,121.644165,151.9261678,165.0300496,18.35414632,36.39259847,41.66176351,45.64597575,52.03674316,59.83268229,67.98368327,77.37845866,83.23461914,87.85770671,92.47015381,97.8789266,103.8919474,109.931132,116.9711914,138.9902954,170.3599854,181.998881,30.08546956,46.02307129,52.96870931,56.72125244,60.53212484,64.94795736,69.66845703,74.32403564,79.21740723,84.44932048,90.5715332,99.49436442,122.838562,146.8301188,155.7602743,180.8203125,216.1002808,224.708374,31,a125.tif,Authentic
38.02884928,56.53656006,64.12919108,68.28816732,71.70060221,75.21765137,79.17567952,84.66951497,93.22340902,113.1891479,140.6831055,157.2145589,171.300293,182.5603841,193.3471273,224.3706665,255,255,57.39341227,67.72072347,73.25327555,77.62082926,82.0135498,87.95564779,95.86153158,105.6149902,115.0236816,134.7312012,162.9052938,177.4848022,189.0264486,199.057373,208.1535441,232.9021403,255,255,83.38779704,94.64923096,101.2621053,107.0588582,112.6266073,119.9028931,132.9981893,150.1516113,166.8751424,188.774882,215.9547119,227.3051147,235.9697469,242.5258179,248.4627482,254.3847249,255,255,32,a126.tif,Authentic
43.10585531,64.15273031,71.21565755,75.24623617,79.65415446,90.00551351,109.7056274,152.6426188,181.4414469,230.1714071,255,255,255,255,255,255,255,255,57.63346354,74.13348389,80.07228597,85.36848958,91.76210531,105.4354858,127.6200562,170.2647095,196.3199463,236.0332438,255,255,255,255,255,255,255,255,88.87422689,103.0166423,110.9570719,118.4881999,126.1514893,141.517924,165.6094564,219.1640218,243.1588745,252.8528646,255,255,255,255,255,255,255,255,33,a127.tif,Authentic
58.2469279,78.02783203,91.16662598,147.9253947,193.4336548,253.9308065,255,255,255,255,255,255,255,255,255,255,255,255,73.14878337,88.66823324,107.101888,167.1300049,208.4001261,254.634847,255,255,255,255,255,255,255,255,255,255,255,255,103.0319417,120.7718099,145.6523234,215.8153076,246.4626668,255,255,255,255,255,255,255,255,255,255,255,255,255,34,a128.tif,Authentic
4.579711914,21.97212728,32.55737305,41.08048503,47.44537354,53.93223063,60.74953206,66.80548096,72.14326986,77.05564372,81.97294108,87.10186768,92.41086833,97.77565511,103.7154541,110.6508382,119.3633423,136.7144775,29.26165771,39.30147298,47.10795085,54.66444906,62.99521891,70.52746582,77.1872762,83.5016276,88.74662272,93.24672445,97.93088786,102.9794312,108.1588745,113.5385946,119.5134684,126.9267985,135.0563151,153.0608927,43.75172933,55.00644938,65.74145508,73.66174316,81.1786499,89.60601807,99.68440755,110.2308553,118.913798,125.333252,131.4622192,137.8891602,144.0499064,150.7706909,158.2676799,168.0447388,177.8818156,197.7446899,35,a129.tif,Authentic
37.41018127,54.38351405,120.1421275,160.9765981,167.3948591,171.0011303,172.6074015,173.7262946,174.6544145,175.5360656,176.5502575,178.1041571,180.328505,182.7573576,184.8539792,187.0164525,189.572822,193.4004689,35.38757483,51.00255369,85.84870432,123.3603215,128.6465441,130.7490685,132.4307364,134.0154059,136.0321514,138.3413572,141.2835433,145.7554737,149.2214175,150.9091137,152.1887638,153.2815339,154.4965881,158.0966635,27.63649684,48.7957885,58.65893582,64.05634864,67.57231967,70.77326579,73.45187759,76.02532758,79.61853728,90.2814083,96.95524762,102.0888349,106.031649,108.0079541,109.5498807,111.1150835,112.7383933,116.5578767,36,a13.tif,Authentic
14.60563151,29.08227539,37.7728068,46.37373861,54.33276367,63.20721436,72.11535645,79.12434896,85.49407959,90.75360107,95.19272868,99.45487467,103.75236,108.3210449,113.1420492,118.0214233,123.9368083,149.8770142,36.0466512,45.70719401,52.01285807,58.58194987,67.16162109,76.78857422,85.71872965,92.68143717,98.72298177,104.1780192,109.4641113,114.2926839,119.2074178,124.3237305,129.360494,134.5579631,140.8699951,165.8708496,52.09429932,67.06483968,77.66430664,86.35597738,95.12349447,105.9227905,116.9591268,125.629598,132.6192017,138.8346965,145.0447388,151.5796509,158.8099162,165.5027466,171.4522909,178.2495728,186.6712646,206.044576,37,a130.tif,Authentic
21.62166341,35.11808268,42.25518799,48.37672933,54.18701172,60.07364909,66.05265299,72.31890869,78.59157308,84.29689535,89.28031413,94.46205648,101.175415,109.21462,120.1160278,133.2637329,176.9016317,232.4419759,39.45839437,48.76934814,56.17441813,64.01387533,71.61846924,79.00339762,86.27337646,92.86779785,98.47682699,103.2682088,109.1942342,116.1879069,123.5900675,132.1799113,143.536438,155.9650675,196.4571533,239.0543823,55.36893717,66.08902995,72.25197347,77.32828776,82.97642008,90.36138916,98.68593343,107.6376546,116.8885498,125.4123332,132.6765544,140.8273112,151.1962687,163.1364339,179.3656616,196.3645223,236.9178467,255,38,a131.tif,Authentic
19.0795695,39.32682292,49.81797282,58.95084635,72.7551473,84.35882568,93.66731771,116.5916951,142.2454631,153.2120158,159.8530477,164.4655151,167.548584,170.123759,172.8481852,175.9816488,180.4314372,190.6569621,32.30456543,41.77244059,50.3992513,65.33502197,81.96732585,93.10430908,105.6121216,129.7425944,149.0065511,158.2080078,164.5285238,173.0937093,182.7943929,186.8479411,189.8798828,192.7096761,196.6400757,205.3005778,46.95359294,56.86586507,64.36448161,78.98081462,101.5307617,117.3299967,133.6801351,169.9484456,194.4208171,202.4767253,207.2340902,214.964742,225.2404175,228.8231608,230.8829549,233.0073039,236.1701457,241.8922526,39,a132.tif,Authentic
31.69187419,50.25374349,57.52093506,63.88244629,75.19858805,88.57639567,98.4163208,114.6248779,135.4723307,150.8191528,160.4427083,166.3724772,170.9003296,176.2745565,182.3001506,185.9008382,188.9396566,202.2905884,40.58874512,47.40098063,53.33984375,64.13777669,79.00368245,94.07757568,105.1280518,122.8782349,140.2420451,153.6981405,161.7768555,167.7435913,173.726827,182.1040243,196.5625814,200.7010905,203.3039144,214.521932,56.14194743,63.39520264,69.14343262,79.99190267,97.50421143,118.905599,135.8052979,162.0652873,183.0487264,196.6165771,203.8256226,209.4736735,215.7628988,222.9326782,235.8677979,238.7871297,240.3020833,246.1100464,40,a133.tif,Authentic
40.64796956,58.76308187,70.28387451,92.81040446,127.3118286,144.1910604,151.306661,156.9906413,162.7575277,168.5348714,174.0773519,178.2256673,181.4328003,184.0024821,186.1031698,188.0636393,190.2850952,195.8608805,44.92325846,56.99743652,70.73244222,96.89257813,130.8794556,144.7142944,152.2793783,158.6331787,166.2105103,179.366272,188.5017293,193.37677,196.5151774,198.8993123,200.84139,202.6165771,204.6890869,209.2443034,69.43776449,80.6965332,96.03674316,131.0697428,176.5632324,189.1830444,196.9683024,203.069987,209.4230957,220.1389771,228.3181966,232.9069824,235.2914022,237.046346,238.3722941,239.3816325,240.7648315,243.5437622,41,a134.tif,Authentic
4.650817871,16.70507813,20.69278971,23.01674398,24.86663818,26.54848226,28.40098063,30.33017985,32.56376139,35.32187907,39.56831868,45.92602539,51.42659505,54.95021566,59.33736165,64.81709798,68.89182536,120.9220174,12.74739583,19.33813477,21.97047933,24.03096517,25.88484701,27.69718424,29.71535238,31.86275228,34.26405843,37.31730143,42.76904297,54.65311686,63.16265869,67.68052165,73.1762085,79.68516032,84.66990153,141.9298503,32.67759196,36.58998617,38.97243245,41.09755452,42.9025472,44.5464681,46.28521729,48.11761475,50.31459554,53.48101807,59.60756429,80.26475016,93.82761637,100.4145101,108.6841431,116.7886556,123.3237915,198.5709229,42,a135.tif,Authentic
